CELLNAME,INSTCOUNT,LOWERLEFT_X,LOWERLEFT_Y,WIDTH,HEIGHT,DEVCOUNT,FUBLIST,INSTCOUNT SUMMARY
gsrmsunq0addrdrv,4,0,0,7.424,1.566,85,msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3,rom->(4)
gsrmsunq1muxselbit,256,0,-7830,0.58,1.566,7,msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3,rom->(256)
gsrmsunqmuxselbit,640,0,-7830,0.58,1.566,7,msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3,rom->(640)
gsrmsunqnag43nn0j1,1152,0,-7830,2.436,1.566,19,msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3,rom->(1152)
gsrrsfpgpn08ks0n1,2359,-1160,-7830,1.16,1.566,8,rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc,regf->(2359)
gsrrsldlyn83nn1c0,1728,0,-7830,2.088,1.566,19,rsldmtxc,regf->(1728)
gsrrsldmtxrdp01kn0f1,256,0,-7830,0.812,1.566,7,rsldmtxc,regf->(256)
gsrsbd2precharge,44,0,-7830,1.276,1.566,8,ifvcsbd,datap->(44)
gsrthpwhivbuf,5,0,-7830,2.436,1.566,20,thermalpower,datap->(5)
gsrunq1clkwl,64,-52200,-7830,8.7,1.566,44,msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3,rom->(64)
gsrvccompmidsnpgen1,8,0,-7830,1.16,1.566,14,ifvcsbd,datap->(8)
idi_tap_for_epg,108,0,-7830,0.232,1.566,0,mlidirepd,datap->(108)
idqimmd_spacer_cell,448,0,-7830,0.232,1.566,0,idqimmd,regf->(448)
idqimmd_spacer_cell2,576,0,-7830,0.348,1.566,0,idqimmd,regf->(576)
idqimmdb40nn0d7,5712,0,-7830,0.348,1.566,4,idqimmd,regf->(5712)
idqimmdmdb40nn0d0,1632,1160,-7820,0.348,1.566,4,idqimmd,regf->(1632)
idqmdb40nn0d0,7056,1160,-7830,0.348,1.566,4,idqued,regf->(7056)
idqmdb40nn0d7,1568,0,-7830,0.348,1.566,4,idqued,regf->(1568)
iealu0outset,56,0,-7830,0.58,1.566,3,iealumxc,datap->(56)
iealu0xorxnor,10,0,-7830,2.204,1.566,25,iealumx5c:iealumxc:ieshiftmxd,datap->(10)
iealu0xorxnor2,5,0,-7830,1.624,1.566,18,iealumx5c:iealumxc:ieshiftmxd,datap->(5)
iemulcsa32_invs,166,0,-7830,3.712,1.566,38,iemulhd:iemulld,datap->(166)
iemulcsa32ver1,228,0,-7830,3.712,1.566,38,iemulhd:iemulld,datap->(228)
iepopcnt_csa4pg,36,0,-7830,0.812,1.566,8,ieslowuopd,datap->(36)
iepopcnt_csa4pg_big,12,0,-7830,0.812,1.566,8,ieslowuopd,datap->(12)
imm_rsbpcgprech,454,0,-7830,1.508,1.566,9,rsimmc,regf->(454)
inv,1,0,-7830,0.464,1.566,4,mcls,datap->(1)
ldsu_xor,384,0,-7830,0.464,1.566,4,rsldsetupc,regf->(384)
ldsu_xor2,2304,0,-7830,0.464,1.566,4,rsldsetupc,regf->(2304)
lgc_invdig_p4_2n2,574,0,-7830,1.276,1.566,16,giolgcana:giolgcitp:giolgcpcudbg:giolgcpwr:giolgcsb,datap->(574)
lldatifcm_con,68,0,0,5.684,1.566,0,lldatifcm,datap->(68)
mcrpaomlatch1b0,462,0,-7830,0.928,1.566,8,mcrpqd,datap->(462)
mid2prech,452,0,-7830,0.928,1.566,6,misdbm,regf->(452)
miromgblpulldown,688,0,-7830,0.464,1.566,2,miromcfd,rom->(688)
mldatadyrdendrv,16,0,-7830,1.392,1.566,20,mldatarym,gigacell->(16)
mldatainvp2_778n2_454,12,0,-7830,0.928,1.566,12,mldatarym,gigacell->(12)
mldatapchhopinvg,4,0,-7830,0.696,1.566,3,mldatarym,gigacell->(4)
mldatatimsaenwayeng,1,0,-7830,0.928,1.566,6,mldatarym,gigacell->(1)
mldatatimyrdenslice,4,0,-7830,2.552,1.566,27,mldatarym,gigacell->(4)
mldatmclksaenmux,1,0,-7830,2.9,1.566,22,mldatarym,gigacell->(1)
mldatpredecdrv1,16,0,-7830,2.668,1.566,35,mldatarym,gigacell->(16)
mldatpredecdrv2,16,0,-7830,1.392,1.566,13,mldatarym,gigacell->(16)
mldatwlsleepdrv,16,0,-7830,0.928,1.566,12,mldatarym,gigacell->(16)
mlstlrunand3,124,0,-7830,2.668,1.566,35,mlstlruarym,regf->(124)
mltagclkcap,13,0,-7830,0.348,1.566,2,mltagarym,gigacell->(13)
mltagmtrowpdec2x4,8,0,-7830,1.972,1.566,24,mltagarym,gigacell->(8)
mltagmtrowpdec3x8,16,1160,-7830,2.204,1.566,25,mltagarym,gigacell->(16)
mltagmtwlendrv,4,-1160,-7830,2.204,1.566,24,mltagarym,gigacell->(4)
mltagwlinv,516,0,-7830,0.464,1.566,6,mltagarym,gigacell->(516)
molhibankc1_spacer,512,0,-7830,0.928,1.566,6,molhistd,regf->(512)
molscdmindelaychopbufa0,4,0,-7830,1.16,1.566,9,molscdecd,datap->(4)
mscammc111kv1l1,960,0,0,1.044,1.566,14,mspatchm,regf->(960)
msclkinvdel,60,0,-7830,0.464,1.566,4,msptrrom:msuromptrhi01:msuromptrhi23:msuromptrlo01:msuromptrlo23,rom->(60)
mspatcamwrbldrv0,136,0,0,0.58,1.566,4,mspatchm,regf->(136)
mspatch_yg0xon12nn1d0,960,0,-7830,0.696,1.566,6,mspatchm,regf->(960)
msromnag43nn0j1,2480,0,-7830,2.088,1.566,24,msptrrom:msuromptrhi01:msuromptrhi23:msuromptrlo01:msuromptrlo23,rom->(2480)
msunqclk_clkdriver,20,0,-7830,1.276,1.566,16,msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3,rom->(20)
mux24d0_inv,4,0,0,0.464,1.566,4,dcm:sdcm,datap->(4)
my_filling_slice,16,0,0,1.624,1.566,11,cbblpm,regf->(16)
myxor,3888,-1160,-7830,0.696,1.566,4,rseusetupc,regf->(3888)
pmsdawrdecc0_spacer_1,96,0,-7830,0.116,1.566,0,pmsnddatam,regf->(96)
pmsdawrdecc0_spacer_2,64,0,-7830,0.116,1.566,0,pmsnddatam,regf->(64)
ptrdecoder_sel,1240,0,-7830,0.696,1.566,10,msptrrom:msuromptrhi01:msuromptrhi23:msuromptrlo01:msuromptrlo23,rom->(1240)
rareclcramcell,1440,0,-7830,1.16,1.566,14,rareclc,regf->(1440)
rarmdb40nn0e0,16,0,-7830,1.044,1.566,8,raramc,regf->(16)
redunwlpredecinv,2,0,-7830,0.348,1.566,2,mltagarym,gigacell->(2)
rostalldnag43ln0d5,2048,0,-7830,0.812,1.566,11,rostalld,rom->(2048)
rsbpc_inv,168,0,-7830,0.348,1.566,2,rsbpc,regf->(168)
rsbpcgprech,486,0,-7830,1.392,1.566,9,rsbpc,regf->(486)
rsbpcpassgate,2225,0,-7830,0.464,1.566,4,rsbpd,datap->(2225)
rsbpcschedbfn00nn1g0,54,-1160,-7830,1.16,1.566,16,rsbpc,regf->(54)
rsbpdcam06,146,0,-7830,3.364,1.566,38,rsbpd,datap->(146)
rsschedbcnor2,1458,0,-7830,0.696,1.566,6,rssched,datap->(1458)
rsschedpgmuxmodule,648,0,-7830,0.812,1.566,6,rssched,datap->(648)
sel_inv,312,1160,-7830,0.348,1.566,2,compensatortop:corecompensator:mccompensator:sawcompensator,clk->(24) datap->(288)
ssamdrowdeca,8,1160,-7830,3.016,1.566,23,mldatarym,gigacell->(8)
ssamdrowdecainv,1,0,-7830,1.972,1.566,18,mldatarym,gigacell->(1)
ssamdrowdecbinv,1,0,-7830,1.044,1.566,12,mldatarym,gigacell->(1)
tco_y9xinll_p099_n09,2,0,-7830,0.464,1.566,4,gioddrcomp,datap->(2)
th2tap,24,0,-7830,0.348,1.566,0,thprobemif,datap->(24)
thy80dcp0annz08_tap_u,1,0,-7830,0.928,1.566,0,thprobemif,datap->(1)
tstyg0mpn03nn1b0,64,0,0,0.812,1.566,5,molscdecd,datap->(64)
txcapload,7,0,-7830,0.348,1.566,2,mldatarym,gigacell->(7)
vccomp_spacer_0,68,0,-7830,0.232,1.566,0,ifvcsbd,datap->(68)
w000inv_p174_n214,2,0,-7830,0.696,1.566,8,ifdatabankhd:ifdatabankld,regf->(2)
w000nand2_p032_n056,4,0,-7830,0.464,1.566,4,ifdatabankhd:ifdatabankld,regf->(4)
w000nor2_p023_n02,18,0,-7830,0.464,1.566,4,ifdatabankhd:ifdatabankld,regf->(18)
w000nor2_p027_n012,6,0,-7830,0.464,1.566,4,ifdatabankhd:ifdatabankld,regf->(6)
w000nor2_p091_n019,2,0,-7830,0.696,1.566,6,ifdatabankhd:ifdatabankld,regf->(2)
w000nor3_p036_n014,2,0,-7830,0.58,1.566,6,ifdatabankhd:ifdatabankld,regf->(2)
w000yg0inn00nn1g7_1,16,0,-7830,1.392,1.566,18,ifdatabankhd:ifdatabankld,regf->(16)
w000yg0inn20ln1c0_1,1056,0,-7830,0.348,1.566,2,ifdatabankhd:ifdatabankld,regf->(1056)
w000yg0nan22nn1e0,64,0,-7830,0.696,1.566,6,mspatchm,regf->(64)
w000yg7gpn02kn1h1_1,528,0,-7830,0.928,1.566,6,ifdatabankhd:ifdatabankld,regf->(528)
w000yg7inr10sn1j1_1,8,0,-7830,0.464,1.566,4,mspatchm,regf->(8)
w002yg0bfn00nn1f5,10,0,-7830,1.276,1.566,10,aglad,datap->(10)
w002yg0lan10nnhg0,4,0,-7830,2.32,1.566,24,aglad,datap->(4)
w005gsrags_pchandkeeper,2584,0,-7830,0.812,1.566,7,agsrfd,regf->(2584)
w005yg0inn00nnpj0,128,0,-7830,3.248,1.566,46,miromcfd,rom->(128)
w005yg0lab02nnhb0_1,3584,0,-7830,0.928,1.566,10,agsrfd,regf->(3584)
w005yg0mxn05nnhe0_1,16,0,-7830,3.016,1.566,8,agsrfd,regf->(16)
w00x8b_vnot_p1_1_n1_1w58,20,-3480,3910,1.508,1.566,8,giopcichunk,datap->(20)
w018yg7nog42nn0c0_1,256,0,-7830,0.464,1.566,5,bpglobalm,regf->(256)
w035yg0nan02nn1d3,288,0,-7830,0.464,1.566,4,dciparrayd,regf->(288)
w035yg0sdl02kn1c5,144,0,-7830,1.856,1.566,21,dciparrayd,regf->(144)
w035yg7inr10sn1i1_0,256,0,-7830,0.464,1.566,4,dciparrayd,regf->(256)
w035yg7inr10sn1m1_0,256,0,-7830,0.464,1.566,8,dciparrayd,regf->(256)
w035yg7nag22nn0e7,8,0,-7830,0.812,1.566,11,dciparrayd,regf->(8)
w039yg0inn20nnpe0,126,0,-7830,0.464,1.566,4,dcphyadrd,regf->(126)
w039yg7nag42nn0e3,72,0,-7830,0.464,1.566,7,dcphyadrd,regf->(72)
w039yg7wrd02lt1k1,158,-2320,-7830,0.928,1.566,12,dcphyadrd,regf->(158)
w041yg0mxn04nnhg0,24,0,-7830,3.48,1.566,16,dcrotated,datap->(24)
w041yg0non04nn1d0_1,16,0,-7830,1.624,1.566,16,dcrotated,datap->(16)
w041yg0non04nn1d5_1,16,0,-7830,1.624,1.566,20,dcrotated,datap->(16)
w041yg4lno04nn0d0_1,16,0,0,0.696,1.566,8,dcrotated,datap->(16)
w047yg0inn00lnpf3_1,96,0,-7830,0.696,1.566,8,dsbimmdatad,regf->(96)
w047yg0inn00lnpf3_2,96,0,-7830,0.696,1.566,8,dsbimmdatad,regf->(96)
w049yg0mdn03nnhd3,2,0,-7830,2.204,1.566,6,dsbnatrgd,regf->(2)
w050yg0inn00nnpd5_1,16,0,-7830,0.464,1.566,4,dsbofsetm,regf->(16)
w055yg7nog42nn0a5,256,0,-7830,0.464,1.566,4,dsbtagm,regf->(256)
w060yg0mdn22nd1h3,12,0,-7830,3.596,1.566,40,dtiobrkc,datap->(12)
w061yg0cam02nd1f0_1,8,0,-7830,5.568,1.566,63,dtmuxd,datap->(8)
w061yg0cam04nd1f0_1,4,0,7830,4.64,1.566,66,dtmuxd,datap->(4)
w063yg0mxn04nnhh0,24,0,-7830,4.408,1.566,28,fpaaddd,datap->(24)
w064yg0cam01nd1f0_1,2,0,-7830,2.9,1.566,38,fpaalgd,datap->(2)
w064yg0cam01nd1f3,1,0,0,4.64,1.566,44,fpaalgd,datap->(1)
w064yg0cam01nd1f5_1,1,0,-7830,3.48,1.566,48,fpaalgd,datap->(1)
w064yg0cam03nn1f5,1,0,-7830,3.248,1.566,42,fpaalgd,datap->(1)
w064yg0lmn12ndhf0_1,2,0,0,4.988,1.566,20,fpaalgd,datap->(2)
w066yg0cam03nn1f3,1,0,-7830,3.016,1.566,38,fparndd,datap->(1)
w070yg0lmc12nnhc0,63,0,-7830,1.74,1.566,14,fpdqremd,datap->(63)
w070yg0lmc12nnhf0,32,0,-7830,2.436,1.566,18,fpdqremd,datap->(32)
w070yg0lmc13nnhc0,126,0,-7830,2.436,1.566,14,fpdqremd,datap->(126)
w070yg0lmc13nnhd0_1,22,0,-7830,2.436,1.566,16,fpdqremd,datap->(22)
w070yg0lmc13nnhe0,130,0,-7830,2.784,1.566,16,fpdqremd,datap->(130)
w070yg0lmc13nnhf0,60,0,-7830,3.016,1.566,18,fpdqremd,datap->(60)
w070yg0mdn22nn1g0,252,0,-7830,1.972,1.566,23,fpdqremd,datap->(252)
w070yg0mxn05nnhc0_1,68,0,-7830,2.552,1.566,6,fpdqremd,datap->(68)
w070yg0xnn02nn1d3,252,0,-7830,1.392,1.566,12,fpdqremd,datap->(252)
w070yg4mpb40nn0h0,12,0,-7830,0.928,1.566,8,fpdqremd,datap->(12)
w076yg4mpb40nn0g0,36,0,-7830,0.812,1.566,6,fpmgensd,datap->(36)
w078yg0mdn04nnhd0_1,1,0,-7830,2.784,1.566,6,fpmrndd,datap->(1)
w078yg0mxn04nnhf0,29,0,-7830,2.784,1.566,10,fpmrndd,datap->(29)
w078yg0mxn04nnhf0_2,33,0,-7830,2.784,1.566,10,fpmrndd,datap->(33)
w078yg4mpb40nn0g0_1,2,0,-7830,0.812,1.566,6,fpmrndd,datap->(2)
w079yg0inn00nnpd0_1,1009,0,-7830,0.348,1.566,2,fpmwtreefd,datap->(1009)
w080yg0inn00nnpa3_1,517,0,-7830,0.348,1.566,2,fpmwtreesd,datap->(517)
w095yg0mdn03nnhc0_1,64,0,-7830,1.856,1.566,12,iealumx5c,datap->(64)
w095yg4mdb20nn0c0_1,128,0,-7830,0.696,1.566,6,iealumx5c,datap->(128)
w111yg0inn30nn1d7,1056,1160,-7830,0.464,1.566,6,ifdatabankhd:ifdatabankld,regf->(1056)
w115zgcnor2t_ifldchainc,3,0,-7830,2.088,1.566,23,ifldchainc,datap->(3)
w115zgcnor2t_ifldchainc_2,1,0,-7830,2.088,1.566,23,ifldchainc,datap->(1)
w120_y9up,1,0,-7830,0.348,1.566,1,iftlbd,regf->(1)
w120_yg0nan02nn1a7_vg,128,1160,-7830,0.348,1.566,4,iftlbd,regf->(128)
w120_yg0non02nn1a0_vg,128,1160,-7830,0.348,1.566,4,iftlbd,regf->(128)
w120yg0inn20nnpd0_1,6,0,-7830,0.464,1.566,4,iftlbd,regf->(6)
w121inv_2600_0767,2,0,-7830,0.928,1.566,8,ifvcsbd,datap->(2)
w121inv_4870_8100,2,0,-7830,2.436,1.566,26,ifvcsbd,datap->(2)
w138yg0mdn05nnhd0,384,0,-7830,3.596,1.566,6,milomxid,datap->(384)
w143yg0gin00nn1b3_1,128,0,-7830,0.348,1.566,2,misdbm,regf->(128)
w143yg4lno03nn0d5_1,128,0,0,0.58,1.566,6,misdbm,regf->(128)
w163yg7rdm02kn1l1_1,256,-3480,-7830,2.088,1.566,16,molhistd,regf->(256)
w169gsr_2tap3t_poly,288,0,-7830,0.348,1.566,0,moslaryd,regf->(288)
w176yg0bfn00nn1f5,15,0,-7830,0.928,1.566,10,mspatchm,regf->(15)
w176yg0inn00lnpb3,128,0,-7830,0.348,1.566,2,mspatchm,regf->(128)
w176yg0inn00nn1e0,16,0,-7830,0.464,1.566,4,mspatchm,regf->(16)
w176yg0inn00nnpc5,15,0,-7830,0.348,1.566,2,mspatchm,regf->(15)
w176yg0nan02nn1e0,128,0,-7830,0.696,1.566,8,mspatchm,regf->(128)
w176yg0non02nn1e0,64,0,-7830,0.696,1.566,8,mspatchm,regf->(64)
w176yg0non42nn1c7,256,0,-7830,0.696,1.566,6,mspatchm,regf->(256)
w176yg0sdl01kn1c5,15,0,-7830,1.276,1.566,13,mspatchm,regf->(15)
w176yg7inr10sn1j1_1,8,0,-7830,0.464,1.566,4,mspatchm,regf->(8)
w185yg0mdn03nnhb3,32,0,-7830,1.856,1.566,18,pmdpregd,datap->(32)
w185yg4mdb20nn0b3,32,0,-7830,0.696,1.566,6,pmdpregd,datap->(32)
w185yg4mdb20nn0b3__001,32,0,-7830,0.696,1.566,6,pmdpregd,datap->(32)
w185yg4sgx00ln0a5,146,0,-7830,1.74,1.566,25,pmdpregd,datap->(146)
w186yg0inn00nnpc5,16,0,-7830,0.348,1.566,2,pmpdearyd,regf->(16)
w188yg0gin00nn1f0,64,0,-7830,0.696,1.566,8,pmsnddatam,regf->(64)
w188yg0inn00nn1d0,80,0,-7830,0.348,1.566,2,pmsnddatam,regf->(80)
w189yg0inn00nnpd3_1,24,0,-7830,0.464,1.566,4,pmsndlrum,regf->(24)
w190yg0non02ln1d0_1,32,0,-7830,0.696,1.566,6,pmsndtagm,regf->(32)
w190yg7wrd02lt1f1,512,-160,-7830,0.58,1.566,8,pmsndtagm,regf->(512)
w192yg0lun10nnhh5,1,0,0,2.32,1.566,24,rabygend,datap->(1)
w195yg0inn30lnpb0,32,0,-7830,0.348,1.566,2,raflc,regf->(32)
w195yg7wrd02ln1k1,128,0,-7830,0.928,1.566,12,raflc,regf->(128)
w199yg0inn00ln1d0_1,24,0,-7830,0.348,1.566,2,raramc,regf->(24)
w199yg0lmn92ndhg0_1,7,0,-7830,3.712,1.566,24,raramc,regf->(7)
w199yg0nan02ln1d5_1,18,0,-7830,0.696,1.566,8,raramc,regf->(18)
w199yg0non02ln1d5_1,6,0,-7830,0.696,1.566,8,raramc,regf->(6)
w199yg0non04nn1b0,3,0,-7830,0.696,1.566,8,raramc,regf->(3)
w199yg0non04nn1d0,4,0,-7830,1.624,1.566,16,raramc,regf->(4)
w200yg0inn30lnpb5_1,36,0,-7830,0.348,1.566,2,rareclc,regf->(36)
w200yg7rdp01kn1f1_1,36,0,-7830,0.58,1.566,6,rareclc,regf->(36)
w203yg0inn00nn1f5_1,150,0,0,0.928,1.566,12,robttd,regf->(150)
w211yg0mdn05nnhd0_1,64,0,-7830,3.596,1.566,6,roptrd,datap->(64)
w216yg0bfn00ln1g0_1,124,1160,-7830,0.928,1.566,14,rsbpc,regf->(124)
w217yg0bfn00nn1b0_1,54,0,-7830,0.464,1.566,4,rscanc,regf->(54)
w218yg0inn00nnpb5_1,2916,0,-70,0.348,1.566,2,rseumtxc,regf->(2916)
w219yg0inn00nnpe7_1,216,0,-7830,0.58,1.566,6,rseusetupc,regf->(216)
w219yg0lmb12nnhc0_1,486,0,-7830,2.436,1.566,18,rseusetupc,regf->(486)
w219yg0nan02nn1d5,432,0,-7830,0.696,1.566,8,rseusetupc,regf->(432)
w219yg0nan02nn1e0,1728,0,-7830,0.696,1.566,8,rseusetupc,regf->(1728)
w222yg0inn20nnpb0_1,2240,0,0,0.29,1.566,2,rsfpprfhc:rsintprfc:rssimdprfhc,regf->(2240)
w222yg4dno02ln0a0,2240,0,0,0.464,1.566,4,rsfpprfhc:rsintprfc:rssimdprfhc,regf->(2240)
w222yg4lpc01ln0a0,2240,0,2240,0.638,1.566,10,rsfpprfhc:rsintprfc:rssimdprfhc,regf->(2240)
w223yg0inn30nn1a0_1,1728,0,-7830,0.348,1.566,2,rsldmtxc,regf->(1728)
w224yg0inn00nn1f0_1,256,0,-7830,0.58,1.566,6,rsldsetupc,regf->(256)
w224yg0nan02nn1c0_1,1024,0,-7830,0.464,1.566,4,rsldsetupc,regf->(1024)
w227yg0lan00nnhb3_1,6,0,-7830,1.392,1.566,14,rsuopc,regf->(6)
w227yg0non12nn1d0_1,82,0,-7830,0.464,1.566,4,rsuopc,regf->(82)
w227yg4lpc01nn0b3_1,6,0,-7830,0.928,1.566,10,rsuopc,regf->(6)
w228yg0cam01nd1f5,3,0,-7830,3.48,1.566,48,sialud,datap->(3)
w228yg0cam01nd1g3,1,0,-7830,5.684,1.566,74,sialud,datap->(1)
w228yg0com01nd1h0,1,0,-7830,3.364,1.566,47,sialud,datap->(1)
w228yg0inn00nnpi3,64,0,-7830,2.088,1.566,32,sialud,datap->(64)
w228yg4mdb40nn0i5,256,0,-7830,2.552,1.566,34,sialud,datap->(256)
w234yg0gbf12nn1e5_1,4,0,-7830,1.624,1.566,19,sishufhd,datap->(4)
w234yg0mdn04nnhf0,512,0,-7830,3.596,1.566,8,sishufhd,datap->(512)
w235yg0mdn04nnhf0_1,512,0,-7830,3.596,1.566,8,sishufld,datap->(512)
w255yg0bfn30nn1h5,13,0,-7830,2.9,1.566,38,mirsmxid,datap->(13)
w255yg0bfn30nn1h5_1,11,0,-7830,2.9,1.566,38,mirsmxid,datap->(11)
w255yg0inn10nn1i5,18,0,-7830,3.596,1.566,47,mirsmxid,datap->(18)
w255yg0inn30ln1g7,72,0,-7830,2.204,1.566,24,mirsmxid,datap->(72)
w255yg0inn30ln1g7_01,2,0,-7830,2.204,1.566,24,mirsmxid,datap->(2)
w255yg0inn30ln1h3,16,0,-7830,2.668,1.566,32,mirsmxid,datap->(16)
w255yg0inn30nn1g7,24,0,-7830,2.204,1.566,24,mirsmxid,datap->(24)
w255yg0inn30nn1h5,3,0,-7830,2.784,1.566,34,mirsmxid,datap->(3)
w297yg7inr10sn1j1_1,256,0,-7830,0.464,1.566,8,mlstlruarym,regf->(256)
w297yg7inr10sn1q1,256,0,-7830,0.464,1.566,8,mlstlruarym,regf->(256)
w300gsr_dcp2p2n,70,0,-7830,0.696,1.566,8,agsrfd:baaddpvd:bpbitarym:cbbottomd:cbtopd:dsbtagm:fpaalgd:ifdatachunkd:ifdatalatpard:ifdataparityd:ifiqc:ifldchainc:mlsnpd:mlsqd:mosld,datap->(58) regf->(12)
w300spine_inv,104,0,0,0.928,1.566,16,gioddrcmdn:gioddrcmds:mcspinech1,clk->(8) datap->(96)
w519yg0inn00ln1d3,41,0,-7830,0.464,1.566,4,giodpl:giodpp:giopcichunk:giopcicom,datap->(41)
w519yg0inn00ln1d5,41,0,-7830,0.464,1.566,4,giodpl:giodpp:giopcichunk:giopcicom,datap->(41)
w519yg0inn00ln1e0,656,0,-7830,0.464,1.566,4,giodpl:giodpp:giopcichunk:giopcicom,datap->(656)
w519yg0inn00ln1e7,63,0,-7830,0.58,1.566,6,giodpl:giodpp:giopcichunk:giopcicom,datap->(63)
w519yg0inn00ln1f7,63,0,-7830,0.812,1.566,10,giodpl:giodpp:giopcichunk:giopcicom,datap->(63)
w519yg0inn00lnpb0,1280,0,-7830,0.348,1.566,2,giodpl:giodpp:giopcichunk:giopcicom,datap->(1280)
w519yg0inn00lnpc0,189,0,-7830,0.348,1.566,2,giodpl:giodpp:giopcichunk:giopcicom,datap->(189)
w519yg0inn00lnpc5,1280,0,-7830,0.348,1.566,2,giodpl:giodpp:giopcichunk:giopcicom,datap->(1280)
w519yg0inn00lnpc7,1763,0,-7830,0.348,1.566,2,giodpl:giodpp:giopcichunk:giopcicom,datap->(1763)
w519yg0inn00lnpd0,129,0,-7830,0.348,1.566,2,giopcichunk:giopcicom,datap->(129)
w519yg0inn00lnpd_077_07,13,0,-7830,0.464,1.566,4,giopcichunk:giopcicom,datap->(13)
w519yg0inn00lnpf7,40,0,-7830,0.812,1.566,10,giodpl:giodpp:giopcichunk:giopcicom,datap->(40)
w519yg0nan02ln1c3,615,0,-7830,0.464,1.566,4,giodpl:giodpp:giopcichunk:giopcicom,datap->(615)
w519yg0nan02ln1c5,63,0,-7830,0.464,1.566,4,giodpl:giodpp:giopcichunk:giopcicom,datap->(63)
w519yg0nan02ln1d0,63,0,-7830,0.464,1.566,4,giodpl:giodpp:giopcichunk:giopcicom,datap->(63)
w519yg0nan02ln1d7,40,0,-7830,0.696,1.566,8,giodpl:giodpp:giopcichunk:giopcicom,datap->(40)
w519yg0nan02ln1e0,63,0,-7830,0.696,1.566,8,giodpl:giodpp:giopcichunk:giopcicom,datap->(63)
w519yg0non02ln1f7,20,0,-7830,1.624,1.566,24,giodpl:giodpp:giopcichunk:giopcicom,datap->(20)
w533yg0mdn04lnhc5,20,0,-7830,2.784,1.566,6,giopcichunk,datap->(20)
w534yg0inn00ln1f0,72,0,0,1.044,1.566,8,giopcicom,datap->(72)
w534yg0mdn22ln1c0,72,5800,0,1.508,1.566,12,giopcicom,datap->(72)
w545yg7inr10sn1e1,6,0,-7830,0.464,1.566,4,cbauxm,regf->(6)
w545yg7inr10sn1e1_01,2,0,-7830,0.464,1.566,4,cbauxm,regf->(2)
w552yg0gbf00nn1e7_1,1,0,-7830,0.812,1.566,9,cbblpm,regf->(1)
w594yg0mdn04nnhe5_1,37,0,-7830,3.596,1.566,8,fpdpostd,datap->(37)
w594yg0mdn05nnhc0,22,0,-7830,3.016,1.566,6,fpdpostd,datap->(22)
w594yg0mxn03nnhe0_1,4,0,-7830,2.088,1.566,8,fpdpostd,datap->(4)
w594yg0mxn04nnhc0_1,68,0,-7830,2.088,1.566,6,fpdpostd,datap->(68)
w594yg0mxn04nnhe0_1,61,0,-7830,2.552,1.566,8,fpdpostd,datap->(61)
w594yg4mpb40nn0g0,204,0,-7830,0.812,1.566,6,fpdpostd,datap->(204)
w599gsrifchunkinv_1,4,0,-7830,1.74,1.566,16,ifdatachunkd,datap->(4)
w654yg0inn00lnpc0,2,0,-7830,0.58,1.566,2,gioddrcomp,datap->(2)
w732yg0inn60nnpc5,24688,0,-7830,0.348,1.566,2,rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc,regf->(24688)
w732yg0xor03nd1d0,168,0,-7830,2.9,1.566,28,rsfpprflc:rsintprfc:rssimdprflc,regf->(168)
w752yg0mdn06nnhf0_1,1,0,-7830,5.336,1.566,8,fpshufld,datap->(1)
w797yg7nag42nn0e3,384,0,-7830,0.464,1.566,7,bptargettagm,regf->(384)
w797yg7nog42nn0d7,2048,0,-7830,0.696,1.566,11,bptargettagm,regf->(2048)
w830yg7gen00lv1i1_1,320,0,-7830,0.696,1.566,7,ptpromprog,regf->(320)
w866yg0mdn04nnhd5,4,0,-7830,3.248,1.566,6,mlsqd,regf->(4)
w866yg0mdn04nnhe5,4,0,-7830,3.596,1.566,8,mlsqd,regf->(4)
w866yg0mdn04nnhf0,8,0,-7830,3.596,1.566,8,mlsqd,regf->(8)
w888yg0ltn00ln1b5,11,0,-7830,1.16,1.566,14,lltagbnk,gigacell->(11)
w888yg0xon02nn1d3,21,0,-7830,1.392,1.566,12,lltagbnk,gigacell->(21)
w970yg0ltn80ln1b0,6,0,-7830,1.16,1.566,14,lldatbnk,gigacell->(6)
w970yg0ltn80ln1b5,32,0,-7830,1.16,1.566,14,lldatbnk,gigacell->(32)
w970yg0ltn90ln1e0,39,0,-7830,1.044,1.566,12,lldglbifc,datap->(39)
x8b2atap,22,0,-7830,0.696,1.566,0,thprobemif,datap->(22)
x8b2dtap,78,0,-7830,0.232,1.566,0,thprobemif,datap->(78)
x8b_gsr_2tap_vccp,423,0,-7830,0.232,1.566,0,giodpl:giodpp:giopcichunk:giopcicom,datap->(423)
x8b_ibcvcana_vnot_pn1_2,60,1160,-7830,1.392,1.566,8,giodpl:giodpp:giopcichunk:giopcicom,datap->(60)
