YG CELL NAME,YG NOMINAL CELL NAME,YG WIDTH,YG HEIGHT,YG DEVCOUNT
yg0inn00ln1h0,yg0inn00nn1h0,1.508,1.566,20
yg0inn00ln1h3,yg0inn00nn1h3,1.74,1.566,24
yg0inn00ln1h5,yg0inn00nn1h5,1.856,1.566,26
yg0inn00ln1h7,yg0inn00nn1h7,2.088,1.566,30
yg0inn00ln1i0,yg0inn00nn1i0,2.32,1.566,34
yg0inn00ln1i3,yg0inn00nn1i3,2.552,1.566,38
yg0inn00ln1i5,yg0inn00nn1i5,2.9,1.566,44
yg0inn00ln1i7,yg0inn00nn1i7,3.248,1.566,50
yg0inn00ln1j0,yg0inn00nn1j0,3.596,1.566,56
yg0inn00ln1j3,yg0inn00nn1j3,4.176,1.566,66
yg0inn00ln1j5,yg0inn00nn1j5,4.524,1.566,72
yg0inn00lnpa0,yg0inn00nnpa0,0.348,1.566,2
yg0inn00lnpa3,yg0inn00nnpa3,0.348,1.566,2
yg0inn00lnpa5,yg0inn00nnpa5,0.348,1.566,2
yg0inn00lnpa7,yg0inn00nnpa7,0.348,1.566,2
yg0inn00lnpb0,yg0inn00nnpb0,0.348,1.566,2
yg0inn00lnpb3,yg0inn00nnpb3,0.348,1.566,2
yg0inn00lnpb5,yg0inn00nnpb5,0.348,1.566,2
yg0inn00lnpb7,yg0inn00nnpb7,0.348,1.566,2
yg0inn00lnpc0,yg0inn00nnpc0,0.348,1.566,2
yg0inn00lnpc3,yg0inn00nnpc3,0.348,1.566,2
yg0inn00lnpc5,yg0inn00nnpc5,0.348,1.566,2
yg0inn00lnpc7,yg0inn00nnpc7,0.348,1.566,2
yg0inn00lnpd0,yg0inn00nnpd0,0.348,1.566,2
yg0inn00lnpd3,yg0inn00nnpd3,0.464,1.566,4
yg0inn00lnpd5,yg0inn00nnpd5,0.464,1.566,4
yg0inn00lnpd7,yg0inn00nnpd7,0.464,1.566,4
yg0inn00lnpe0,yg0inn00nnpe0,0.464,1.566,4
yg0inn00lnpe3,yg0inn00nnpe3,0.464,1.566,4
yg0inn00lnpe5,yg0inn00nnpe5,0.58,1.566,6
yg0inn00lnpe7,yg0inn00nnpe7,0.58,1.566,6
yg0inn00lnpf0,yg0inn00nnpf0,0.58,1.566,6
yg0inn00lnpf3,yg0inn00nnpf3,0.696,1.566,8
yg0inn00lnpf5,yg0inn00nnpf5,0.696,1.566,8
yg0inn00lnpf7,yg0inn00nnpf7,0.812,1.566,10
yg0inn00lnpg0,yg0inn00nnpg0,0.812,1.566,10
yg0inn00lnpg3,yg0inn00nnpg3,1.044,1.566,12
yg0inn00lnpg5,yg0inn00nnpg5,1.16,1.566,14
yg0inn00lnpg7,yg0inn00nnpg7,1.276,1.566,16
yg0inn00lnph0,yg0inn00nnph0,1.508,1.566,20
yg0inn00lnph3,yg0inn00nnph3,1.508,1.566,20
yg0inn00lnph5,yg0inn00nnph5,1.856,1.566,24
yg0inn00lnph7,yg0inn00nnph7,2.088,1.566,28
yg0inn00lnpi0,yg0inn00nnpi0,2.088,1.566,28
yg0inn00lnpi3,yg0inn00nnpi3,2.32,1.566,32
yg0inn00lnpi5,yg0inn00nnpi5,2.668,1.566,36
yg0inn00lnpi7,yg0inn00nnpi7,3.016,1.566,42
yg0inn00lnpj0,yg0inn00nnpj0,3.248,1.566,46
yg0inn00lnpj3,yg0inn00nnpj3,3.944,1.566,56
yg0inn00lnpj5,yg0inn00nnpj5,4.524,1.566,64
yg0inn00nd1i5,yg0inn00nn1i5,1.624,3.132,40
yg0inn00nd1i7,yg0inn00nn1i7,1.856,3.132,48
yg0inn00nd1j0,yg0inn00nn1j0,1.972,3.132,52
yg0inn00nd1j3,yg0inn00nn1j3,2.32,3.132,64
yg0inn00nd1j5,yg0inn00nn1j5,2.436,3.132,68
yg0inn00ndpi5,yg0inn00nnpi5,1.508,3.132,40
yg0inn00ndpi7,yg0inn00nnpi7,1.624,3.132,44
yg0inn00ndpj0,yg0inn00nnpj0,1.856,3.132,48
yg0inn00ndpj3,yg0inn00nnpj3,2.088,3.132,56
yg0inn00ndpj5,yg0inn00nnpj5,2.32,3.132,64
yg0inn00nn1a0,yg0inn00nn1a0,0.348,1.566,2
yg0inn00nn1a3,yg0inn00nn1a3,0.348,1.566,2
yg0inn00nn1a5,yg0inn00nn1a5,0.348,1.566,2
yg0inn00nn1a7,yg0inn00nn1a7,0.348,1.566,2
yg0inn00nn1b0,yg0inn00nn1b0,0.348,1.566,2
yg0inn00nn1b3,yg0inn00nn1b3,0.348,1.566,2
yg0inn00nn1b5,yg0inn00nn1b5,0.348,1.566,2
yg0inn00nn1b7,yg0inn00nn1b7,0.348,1.566,2
yg0inn00nn1c0,yg0inn00nn1c0,0.348,1.566,2
yg0inn00nn1c3,yg0inn00nn1c3,0.348,1.566,2
yg0inn00nn1c5,yg0inn00nn1c5,0.348,1.566,2
yg0inn00nn1c7,yg0inn00nn1c7,0.348,1.566,2
yg0inn00nn1d0,yg0inn00nn1d0,0.348,1.566,2
yg0inn00nn1d3,yg0inn00nn1d3,0.464,1.566,4
yg0inn00nn1d5,yg0inn00nn1d5,0.464,1.566,4
yg0inn00nn1d7,yg0inn00nn1d7,0.464,1.566,4
yg0inn00nn1e0,yg0inn00nn1e0,0.464,1.566,4
yg0inn00nn1e3,yg0inn00nn1e3,0.464,1.566,4
yg0inn00nn1e5,yg0inn00nn1e5,0.58,1.566,6
yg0inn00nn1e7,yg0inn00nn1e7,0.58,1.566,6
yg0inn00nn1f0,yg0inn00nn1f0,0.58,1.566,6
yg0inn00nn1f3,yg0inn00nn1f3,0.696,1.566,8
yg0inn00nn1f5,yg0inn00nn1f5,0.696,1.566,8
yg0inn00nn1f7,yg0inn00nn1f7,0.812,1.566,10
yg0inn00nn1g0,yg0inn00nn1g0,0.812,1.566,10
yg0inn00nn1g3,yg0inn00nn1g3,1.276,1.566,16
yg0inn00nn1g5,yg0inn00nn1g5,1.276,1.566,16
yg0inn00nn1g7,yg0inn00nn1g7,1.392,1.566,18
yg0inn00nn1h0,yg0inn00nn1h0,1.508,1.566,20
yg0inn00nn1h3,yg0inn00nn1h3,1.74,1.566,24
yg0inn00nn1h5,yg0inn00nn1h5,1.856,1.566,26
yg0inn00nn1h7,yg0inn00nn1h7,2.088,1.566,30
yg0inn00nn1i0,yg0inn00nn1i0,2.32,1.566,34
yg0inn00nn1i3,yg0inn00nn1i3,2.552,1.566,38
yg0inn00nn1i5,yg0inn00nn1i5,2.9,1.566,44
yg0inn00nn1i7,yg0inn00nn1i7,3.248,1.566,50
yg0inn00nn1j0,yg0inn00nn1j0,3.596,1.566,56
yg0inn00nn1j3,yg0inn00nn1j3,4.176,1.566,66
yg0inn00nn1j5,yg0inn00nn1j5,4.524,1.566,72
yg0inn00nnpa0,yg0inn00nnpa0,0.348,1.566,2
yg0inn00nnpa3,yg0inn00nnpa3,0.348,1.566,2
yg0inn00nnpa5,yg0inn00nnpa5,0.348,1.566,2
yg0inn00nnpa7,yg0inn00nnpa7,0.348,1.566,2
yg0inn00nnpb0,yg0inn00nnpb0,0.348,1.566,2
yg0inn00nnpb3,yg0inn00nnpb3,0.348,1.566,2
yg0inn00nnpb5,yg0inn00nnpb5,0.348,1.566,2
yg0inn00nnpb7,yg0inn00nnpb7,0.348,1.566,2
yg0inn00nnpc0,yg0inn00nnpc0,0.348,1.566,2
yg0inn00nnpc3,yg0inn00nnpc3,0.348,1.566,2
yg0inn00nnpc5,yg0inn00nnpc5,0.348,1.566,2
yg0inn00nnpc7,yg0inn00nnpc7,0.348,1.566,2
yg0inn00nnpd0,yg0inn00nnpd0,0.348,1.566,2
yg0inn00nnpd3,yg0inn00nnpd3,0.464,1.566,4
yg0inn00nnpd5,yg0inn00nnpd5,0.464,1.566,4
yg0inn00nnpd7,yg0inn00nnpd7,0.464,1.566,4
yg0inn00nnpe0,yg0inn00nnpe0,0.464,1.566,4
yg0inn00nnpe3,yg0inn00nnpe3,0.464,1.566,4
yg0inn00nnpe5,yg0inn00nnpe5,0.58,1.566,6
yg0inn00nnpe7,yg0inn00nnpe7,0.58,1.566,6
yg0inn00nnpf0,yg0inn00nnpf0,0.58,1.566,6
yg0inn00nnpf3,yg0inn00nnpf3,0.696,1.566,8
yg0inn00nnpf5,yg0inn00nnpf5,0.696,1.566,8
yg0inn00nnpf7,yg0inn00nnpf7,0.812,1.566,10
yg0inn00nnpg0,yg0inn00nnpg0,0.812,1.566,10
yg0inn00nnpg3,yg0inn00nnpg3,1.044,1.566,12
yg0inn00nnpg5,yg0inn00nnpg5,1.16,1.566,14
yg0inn00nnpg7,yg0inn00nnpg7,1.276,1.566,16
yg0inn00nnph0,yg0inn00nnph0,1.508,1.566,20
yg0inn00nnph3,yg0inn00nnph3,1.508,1.566,20
yg0inn00nnph5,yg0inn00nnph5,1.856,1.566,24
yg0inn00nnph7,yg0inn00nnph7,2.088,1.566,28
yg0inn00nnpi0,yg0inn00nnpi0,2.088,1.566,28
yg0inn00nnpi3,yg0inn00nnpi3,2.32,1.566,32
yg0inn00nnpi5,yg0inn00nnpi5,2.668,1.566,36
yg0inn00nnpi7,yg0inn00nnpi7,3.016,1.566,42
yg0inn00nnpj0,yg0inn00nnpj0,3.248,1.566,46
yg0inn00nnpj3,yg0inn00nnpj3,3.944,1.566,56
yg0inn00nnpj5,yg0inn00nnpj5,4.524,1.566,64
yg0inn10ld1i3,yg0inn10nn1i3,1.508,3.132,35
yg0inn10ld1i5,yg0inn10nn1i5,1.624,3.132,40
yg0inn10ld1i7,yg0inn10nn1i7,1.856,3.132,46
yg0inn10ld1j0,yg0inn10nn1j0,1.972,3.132,51
yg0inn10ld1j3,yg0inn10nn1j3,2.204,3.132,60
yg0inn10ld1j5,yg0inn10nn1j5,2.436,3.132,67
yg0inn10ldpi3,yg0inn10nnpi3,1.392,3.132,36
yg0inn10ldpi5,yg0inn10nnpi5,1.508,3.132,40
yg0inn10ldpi7,yg0inn10nnpi7,1.74,3.132,48
yg0inn10ldpj0,yg0inn10nnpj0,1.972,3.132,52
yg0inn10ldpj3,yg0inn10nnpj3,2.204,3.132,60
yg0inn10ldpj5,yg0inn10nnpj5,2.436,3.132,68
yg0inn10ln1a0,yg0inn10nn1a0,0.348,1.566,2
yg0inn10ln1a3,yg0inn10nn1a3,0.348,1.566,2
yg0inn10ln1a5,yg0inn10nn1a5,0.348,1.566,2
yg0inn10ln1a7,yg0inn10nn1a7,0.348,1.566,2
yg0inn10ln1b0,yg0inn10nn1b0,0.348,1.566,2
yg0inn10ln1b3,yg0inn10nn1b3,0.348,1.566,2
yg0inn10ln1b5,yg0inn10nn1b5,0.348,1.566,2
yg0inn10ln1b7,yg0inn10nn1b7,0.348,1.566,2
yg0inn10ln1c0,yg0inn10nn1c0,0.348,1.566,2
yg0inn10ln1c3,yg0inn10nn1c3,0.348,1.566,2
yg0inn10ln1c5,yg0inn10nn1c5,0.348,1.566,2
yg0inn10ln1c7,yg0inn10nn1c7,0.464,1.566,4
yg0inn10ln1d0,yg0inn10nn1d0,0.464,1.566,4
yg0inn10ln1d3,yg0inn10nn1d3,0.464,1.566,4
yg0inn10ln1d5,yg0inn10nn1d5,0.464,1.566,4
yg0inn10ln1d7,yg0inn10nn1d7,0.464,1.566,4
yg0inn10ln1e0,yg0inn10nn1e0,0.464,1.566,4
yg0inn10ln1e3,yg0inn10nn1e3,0.58,1.566,6
yg0inn10ln1e5,yg0inn10nn1e5,0.58,1.566,6
yg0inn10ln1e7,yg0inn10nn1e7,0.58,1.566,6
yg0inn10ln1f0,yg0inn10nn1f0,0.696,1.566,8
yg0inn10ln1f3,yg0inn10nn1f3,0.696,1.566,8
yg0inn10ln1f5,yg0inn10nn1f5,0.812,1.566,10
yg0inn10ln1f7,yg0inn10nn1f7,0.812,1.566,10
yg0inn10ln1g0,yg0inn10nn1g0,1.16,1.566,13
yg0inn10ln1g3,yg0inn10nn1g3,1.276,1.566,15
yg0inn10ln1g5,yg0inn10nn1g5,1.392,1.566,17
yg0inn10ln1g7,yg0inn10nn1g7,1.508,1.566,19
yg0inn10ln1h0,yg0inn10nn1h0,1.624,1.566,21
yg0inn10ln1h3,yg0inn10nn1h3,1.856,1.566,25
yg0inn10ln1h5,yg0inn10nn1h5,1.972,1.566,27
yg0inn10ln1h7,yg0inn10nn1h7,2.204,1.566,31
yg0inn10ln1i0,yg0inn10nn1i0,2.436,1.566,36
yg0inn10ln1i3,yg0inn10nn1i3,2.784,1.566,39
yg0inn10ln1i5,yg0inn10nn1i5,3.132,1.566,45
yg0inn10ln1i7,yg0inn10nn1i7,3.364,1.566,52
yg0inn10ln1j0,yg0inn10nn1j0,3.828,1.566,57
yg0inn10ln1j3,yg0inn10nn1j3,4.408,1.566,66
yg0inn10ln1j5,yg0inn10nn1j5,4.988,1.566,75
yg0inn10lnpa0,yg0inn10nnpa0,0.348,1.566,2
yg0inn10lnpa3,yg0inn10nnpa3,0.348,1.566,2
yg0inn10lnpa5,yg0inn10nnpa5,0.348,1.566,2
yg0inn10lnpa7,yg0inn10nnpa7,0.348,1.566,2
yg0inn10lnpb0,yg0inn10nnpb0,0.348,1.566,2
yg0inn10lnpb3,yg0inn10nnpb3,0.348,1.566,2
yg0inn10lnpb5,yg0inn10nnpb5,0.348,1.566,2
yg0inn10lnpb7,yg0inn10nnpb7,0.348,1.566,2
yg0inn10lnpc0,yg0inn10nnpc0,0.348,1.566,2
yg0inn10lnpc3,yg0inn10nnpc3,0.348,1.566,2
yg0inn10lnpc5,yg0inn10nnpc5,0.348,1.566,2
yg0inn10lnpc7,yg0inn10nnpc7,0.348,1.566,2
yg0inn10lnpd0,yg0inn10nnpd0,0.464,1.566,4
yg0inn10lnpd3,yg0inn10nnpd3,0.464,1.566,4
yg0inn10lnpd5,yg0inn10nnpd5,0.464,1.566,4
yg0inn10lnpd7,yg0inn10nnpd7,0.464,1.566,4
yg0inn10lnpe0,yg0inn10nnpe0,0.464,1.566,4
yg0inn10lnpe3,yg0inn10nnpe3,0.58,1.566,6
yg0inn10lnpe5,yg0inn10nnpe5,0.58,1.566,6
yg0inn10lnpe7,yg0inn10nnpe7,0.58,1.566,6
yg0inn10lnpf0,yg0inn10nnpf0,0.696,1.566,8
yg0inn10lnpf3,yg0inn10nnpf3,0.696,1.566,8
yg0inn10lnpf5,yg0inn10nnpf5,0.812,1.566,10
yg0inn10lnpf7,yg0inn10nnpf7,0.812,1.566,10
yg0inn10lnpg0,yg0inn10nnpg0,1.044,1.566,12
yg0inn10lnpg3,yg0inn10nnpg3,1.16,1.566,14
yg0inn10lnpg5,yg0inn10nnpg5,1.276,1.566,16
yg0inn10lnpg7,yg0inn10nnpg7,1.508,1.566,20
yg0inn10lnph0,yg0inn10nnph0,1.508,1.566,20
yg0inn10lnph3,yg0inn10nnph3,1.856,1.566,24
yg0inn10lnph5,yg0inn10nnph5,1.856,1.566,24
yg0inn10lnph7,yg0inn10nnph7,2.088,1.566,28
yg0inn10lnpi0,yg0inn10nnpi0,2.32,1.566,32
yg0inn10lnpi3,yg0inn10nnpi3,2.668,1.566,36
yg0inn10lnpi5,yg0inn10nnpi5,3.016,1.566,42
yg0inn10lnpi7,yg0inn10nnpi7,3.248,1.566,46
yg0inn10lnpj0,yg0inn10nnpj0,3.712,1.566,52
yg0inn10lnpj3,yg0inn10nnpj3,4.292,1.566,60
yg0inn10lnpj5,yg0inn10nnpj5,4.756,1.566,68
yg0inn10nd1i3,yg0inn10nn1i3,1.508,3.132,35
yg0inn10nd1i5,yg0inn10nn1i5,1.624,3.132,40
yg0inn10nd1i7,yg0inn10nn1i7,1.856,3.132,46
yg0inn10nd1j0,yg0inn10nn1j0,1.972,3.132,51
yg0inn10nd1j3,yg0inn10nn1j3,2.204,3.132,60
yg0inn10nd1j5,yg0inn10nn1j5,2.436,3.132,67
yg0inn10ndpi3,yg0inn10nnpi3,1.392,3.132,36
yg0inn10ndpi5,yg0inn10nnpi5,1.508,3.132,40
yg0inn10ndpi7,yg0inn10nnpi7,1.74,3.132,48
yg0inn10ndpj0,yg0inn10nnpj0,1.972,3.132,52
yg0inn10ndpj3,yg0inn10nnpj3,2.204,3.132,60
yg0inn10ndpj5,yg0inn10nnpj5,2.436,3.132,68
yg0inn10nn1a0,yg0inn10nn1a0,0.348,1.566,2
yg0inn10nn1a3,yg0inn10nn1a3,0.348,1.566,2
yg0inn10nn1a5,yg0inn10nn1a5,0.348,1.566,2
yg0inn10nn1a7,yg0inn10nn1a7,0.348,1.566,2
yg0inn10nn1b0,yg0inn10nn1b0,0.348,1.566,2
yg0inn10nn1b3,yg0inn10nn1b3,0.348,1.566,2
yg0inn10nn1b5,yg0inn10nn1b5,0.348,1.566,2
yg0inn10nn1b7,yg0inn10nn1b7,0.348,1.566,2
yg0inn10nn1c0,yg0inn10nn1c0,0.348,1.566,2
yg0inn10nn1c3,yg0inn10nn1c3,0.348,1.566,2
yg0inn10nn1c5,yg0inn10nn1c5,0.348,1.566,2
yg0inn10nn1c7,yg0inn10nn1c7,0.464,1.566,4
yg0inn10nn1d0,yg0inn10nn1d0,0.464,1.566,4
yg0inn10nn1d3,yg0inn10nn1d3,0.464,1.566,4
yg0inn10nn1d5,yg0inn10nn1d5,0.464,1.566,4
yg0inn10nn1d7,yg0inn10nn1d7,0.464,1.566,4
yg0inn10nn1e0,yg0inn10nn1e0,0.464,1.566,4
yg0inn10nn1e3,yg0inn10nn1e3,0.58,1.566,6
yg0inn10nn1e5,yg0inn10nn1e5,0.58,1.566,6
yg0inn10nn1e7,yg0inn10nn1e7,0.58,1.566,6
yg0inn10nn1f0,yg0inn10nn1f0,0.696,1.566,8
yg0inn10nn1f3,yg0inn10nn1f3,0.696,1.566,8
yg0inn10nn1f5,yg0inn10nn1f5,0.812,1.566,10
yg0inn10nn1f7,yg0inn10nn1f7,0.812,1.566,10
yg0inn10nn1g0,yg0inn10nn1g0,1.16,1.566,13
yg0inn10nn1g3,yg0inn10nn1g3,1.276,1.566,15
yg0inn10nn1g5,yg0inn10nn1g5,1.392,1.566,17
yg0inn10nn1g7,yg0inn10nn1g7,1.508,1.566,19
yg0inn10nn1h0,yg0inn10nn1h0,1.624,1.566,21
yg0inn10nn1h3,yg0inn10nn1h3,1.856,1.566,25
yg0inn10nn1h5,yg0inn10nn1h5,1.972,1.566,27
yg0inn10nn1h7,yg0inn10nn1h7,2.204,1.566,31
yg0inn10nn1i0,yg0inn10nn1i0,2.436,1.566,36
yg0inn10nn1i3,yg0inn10nn1i3,2.784,1.566,39
yg0inn10nn1i5,yg0inn10nn1i5,3.132,1.566,45
yg0inn10nn1i7,yg0inn10nn1i7,3.364,1.566,52
yg0inn10nn1j0,yg0inn10nn1j0,3.828,1.566,57
yg0inn10nn1j3,yg0inn10nn1j3,4.408,1.566,66
yg0inn10nn1j5,yg0inn10nn1j5,4.988,1.566,75
yg0inn10nnpa0,yg0inn10nnpa0,0.348,1.566,2
yg0inn10nnpa3,yg0inn10nnpa3,0.348,1.566,2
yg0inn10nnpa5,yg0inn10nnpa5,0.348,1.566,2
yg0inn10nnpa7,yg0inn10nnpa7,0.348,1.566,2
yg0inn10nnpb0,yg0inn10nnpb0,0.348,1.566,2
yg0inn10nnpb3,yg0inn10nnpb3,0.348,1.566,2
yg0inn10nnpb5,yg0inn10nnpb5,0.348,1.566,2
yg0inn10nnpb7,yg0inn10nnpb7,0.348,1.566,2
yg0inn10nnpc0,yg0inn10nnpc0,0.348,1.566,2
yg0inn10nnpc3,yg0inn10nnpc3,0.348,1.566,2
yg0inn10nnpc5,yg0inn10nnpc5,0.348,1.566,2
yg0inn10nnpc7,yg0inn10nnpc7,0.348,1.566,2
yg0inn10nnpd0,yg0inn10nnpd0,0.464,1.566,4
yg0inn10nnpd3,yg0inn10nnpd3,0.464,1.566,4
yg0inn10nnpd5,yg0inn10nnpd5,0.464,1.566,4
yg0inn10nnpd7,yg0inn10nnpd7,0.464,1.566,4
yg0inn10nnpe0,yg0inn10nnpe0,0.464,1.566,4
yg0inn10nnpe3,yg0inn10nnpe3,0.58,1.566,6
yg0inn10nnpe5,yg0inn10nnpe5,0.58,1.566,6
yg0inn10nnpe7,yg0inn10nnpe7,0.58,1.566,6
yg0inn10nnpf0,yg0inn10nnpf0,0.696,1.566,8
yg0inn10nnpf3,yg0inn10nnpf3,0.696,1.566,8
yg0inn10nnpf5,yg0inn10nnpf5,0.812,1.566,10
yg0inn10nnpf7,yg0inn10nnpf7,0.812,1.566,10
yg0inn10nnpg0,yg0inn10nnpg0,1.044,1.566,12
yg0inn10nnpg3,yg0inn10nnpg3,1.16,1.566,14
yg0inn10nnpg5,yg0inn10nnpg5,1.276,1.566,16
yg0inn10nnpg7,yg0inn10nnpg7,1.508,1.566,20
yg0inn10nnph0,yg0inn10nnph0,1.508,1.566,20
yg0inn10nnph3,yg0inn10nnph3,1.856,1.566,24
yg0inn10nnph5,yg0inn10nnph5,1.856,1.566,24
yg0inn10nnph7,yg0inn10nnph7,2.088,1.566,28
yg0inn10nnpi0,yg0inn10nnpi0,2.32,1.566,32
yg0inn10nnpi3,yg0inn10nnpi3,2.668,1.566,36
yg0inn10nnpi5,yg0inn10nnpi5,3.016,1.566,42
yg0inn10nnpi7,yg0inn10nnpi7,3.248,1.566,46
yg0inn10nnpj0,yg0inn10nnpj0,3.712,1.566,52
yg0inn10nnpj3,yg0inn10nnpj3,4.292,1.566,60
yg0inn10nnpj5,yg0inn10nnpj5,4.756,1.566,68
yg0inn20ld1i7,yg0inn20nn1i7,1.74,3.132,44
yg0inn20ld1j0,yg0inn20nn1j0,1.856,3.132,48
yg0inn20ld1j3,yg0inn20nn1j3,2.088,3.132,56
yg0inn20ld1j5,yg0inn20nn1j5,2.204,3.132,60
yg0inn20ldpi7,yg0inn20nnpi7,1.508,3.132,40
yg0inn20ldpj0,yg0inn20nnpj0,1.74,3.132,44
yg0inn20ldpj3,yg0inn20nnpj3,1.856,3.132,48
yg0inn20ldpj5,yg0inn20nnpj5,2.088,3.132,56
yg0inn20ln1a5,yg0inn20nn1a5,0.348,1.566,2
yg0inn20ln1a7,yg0inn20nn1a7,0.348,1.566,2
yg0inn20ln1b0,yg0inn20nn1b0,0.348,1.566,2
yg0inn20ln1b3,yg0inn20nn1b3,0.348,1.566,2
yg0inn20ln1b5,yg0inn20nn1b5,0.348,1.566,2
yg0inn20ln1b7,yg0inn20nn1b7,0.348,1.566,2
yg0inn20ln1c0,yg0inn20nn1c0,0.348,1.566,2
yg0inn20ln1c3,yg0inn20nn1c3,0.348,1.566,2
yg0inn20ln1c5,yg0inn20nn1c5,0.348,1.566,2
yg0inn20ln1c7,yg0inn20nn1c7,0.348,1.566,2
yg0inn20ln1d0,yg0inn20nn1d0,0.348,1.566,2
yg0inn20ln1d3,yg0inn20nn1d3,0.464,1.566,4
yg0inn20ln1d5,yg0inn20nn1d5,0.464,1.566,4
yg0inn20ln1d7,yg0inn20nn1d7,0.464,1.566,4
yg0inn20ln1e0,yg0inn20nn1e0,0.464,1.566,4
yg0inn20ln1e3,yg0inn20nn1e3,0.464,1.566,4
yg0inn20ln1e5,yg0inn20nn1e5,0.464,1.566,4
yg0inn20ln1e7,yg0inn20nn1e7,0.58,1.566,6
yg0inn20ln1f0,yg0inn20nn1f0,0.58,1.566,6
yg0inn20ln1f3,yg0inn20nn1f3,0.58,1.566,6
yg0inn20ln1f5,yg0inn20nn1f5,0.696,1.566,8
yg0inn20ln1f7,yg0inn20nn1f7,0.696,1.566,8
yg0inn20ln1g0,yg0inn20nn1g0,0.812,1.566,10
yg0inn20ln1g3,yg0inn20nn1g3,0.812,1.566,10
yg0inn20ln1g5,yg0inn20nn1g5,1.16,1.566,14
yg0inn20ln1g7,yg0inn20nn1g7,1.276,1.566,16
yg0inn20ln1h0,yg0inn20nn1h0,1.508,1.566,20
yg0inn20ln1h3,yg0inn20nn1h3,1.508,1.566,20
yg0inn20ln1h5,yg0inn20nn1h5,1.624,1.566,22
yg0inn20ln1h7,yg0inn20nn1h7,1.856,1.566,26
yg0inn20ln1i0,yg0inn20nn1i0,2.088,1.566,30
yg0inn20ln1i3,yg0inn20nn1i3,2.32,1.566,34
yg0inn20ln1i5,yg0inn20nn1i5,2.668,1.566,40
yg0inn20ln1i7,yg0inn20nn1i7,2.9,1.566,44
yg0inn20ln1j0,yg0inn20nn1j0,3.364,1.566,52
yg0inn20ln1j3,yg0inn20nn1j3,3.712,1.566,58
yg0inn20ln1j5,yg0inn20nn1j5,4.176,1.566,66
yg0inn20lnpa5,yg0inn20nnpa5,0.348,1.566,2
yg0inn20lnpa7,yg0inn20nnpa7,0.348,1.566,2
yg0inn20lnpb0,yg0inn20nnpb0,0.348,1.566,2
yg0inn20lnpb3,yg0inn20nnpb3,0.348,1.566,2
yg0inn20lnpb5,yg0inn20nnpb5,0.348,1.566,2
yg0inn20lnpb7,yg0inn20nnpb7,0.348,1.566,2
yg0inn20lnpc0,yg0inn20nnpc0,0.348,1.566,2
yg0inn20lnpc3,yg0inn20nnpc3,0.348,1.566,2
yg0inn20lnpc5,yg0inn20nnpc5,0.348,1.566,2
yg0inn20lnpc7,yg0inn20nnpc7,0.348,1.566,2
yg0inn20lnpd0,yg0inn20nnpd0,0.348,1.566,2
yg0inn20lnpd3,yg0inn20nnpd3,0.464,1.566,4
yg0inn20lnpd5,yg0inn20nnpd5,0.464,1.566,4
yg0inn20lnpd7,yg0inn20nnpd7,0.464,1.566,4
yg0inn20lnpe0,yg0inn20nnpe0,0.464,1.566,4
yg0inn20lnpe3,yg0inn20nnpe3,0.464,1.566,4
yg0inn20lnpe5,yg0inn20nnpe5,0.464,1.566,4
yg0inn20lnpe7,yg0inn20nnpe7,0.58,1.566,6
yg0inn20lnpf0,yg0inn20nnpf0,0.58,1.566,6
yg0inn20lnpf3,yg0inn20nnpf3,0.58,1.566,6
yg0inn20lnpf5,yg0inn20nnpf5,0.696,1.566,8
yg0inn20lnpf7,yg0inn20nnpf7,0.696,1.566,8
yg0inn20lnpg0,yg0inn20nnpg0,0.812,1.566,10
yg0inn20lnpg3,yg0inn20nnpg3,0.812,1.566,10
yg0inn20lnpg5,yg0inn20nnpg5,1.16,1.566,14
yg0inn20lnpg7,yg0inn20nnpg7,1.16,1.566,14
yg0inn20lnph0,yg0inn20nnph0,1.276,1.566,16
yg0inn20lnph3,yg0inn20nnph3,1.392,1.566,18
yg0inn20lnph5,yg0inn20nnph5,1.624,1.566,20
yg0inn20lnph7,yg0inn20nnph7,1.856,1.566,24
yg0inn20lnpi0,yg0inn20nnpi0,1.972,1.566,26
yg0inn20lnpi3,yg0inn20nnpi3,2.088,1.566,28
yg0inn20lnpi5,yg0inn20nnpi5,2.668,1.566,36
yg0inn20lnpi7,yg0inn20nnpi7,2.9,1.566,40
yg0inn20lnpj0,yg0inn20nnpj0,3.248,1.566,46
yg0inn20lnpj3,yg0inn20nnpj3,3.596,1.566,50
yg0inn20lnpj5,yg0inn20nnpj5,4.06,1.566,58
yg0inn20nd1i7,yg0inn20nn1i7,1.74,3.132,44
yg0inn20nd1j0,yg0inn20nn1j0,1.856,3.132,48
yg0inn20nd1j3,yg0inn20nn1j3,2.088,3.132,56
yg0inn20nd1j5,yg0inn20nn1j5,2.204,3.132,60
yg0inn20ndpi7,yg0inn20nnpi7,1.508,3.132,40
yg0inn20ndpj0,yg0inn20nnpj0,1.74,3.132,44
yg0inn20ndpj3,yg0inn20nnpj3,1.856,3.132,48
yg0inn20ndpj5,yg0inn20nnpj5,2.088,3.132,56
yg0inn20nn1a5,yg0inn20nn1a5,0.348,1.566,2
yg0inn20nn1a7,yg0inn20nn1a7,0.348,1.566,2
yg0inn20nn1b0,yg0inn20nn1b0,0.348,1.566,2
